id,x,y,z
366,0.60172445,-1.55757,4.8142824
367,0.85977155,-1.3905319,4.4298134
368,0.93774307,-1.3837147,4.4071317
369,1.0443236,-1.2274494,3.9308608
370,0.9236617,-1.5320303,4.969544
371,0.7256262,-1.4886715,5.397402
372,0.76748013,-1.4227946,5.2676997
373,-0.854537,-0.7214814,2.7076328
374,0.83483684,-1.1847655,4.448697
375,1.0795623,-1.0194826,4.059942
376,0.8022008,-1.0548663,4.233669
377,-0.7008393,-0.66076267,2.7544165
378,0.9831581,-1.0341403,4.4230056
379,0.5683256,-0.97642815,4.506777
380,0.6423584,-0.94655746,4.407823
381,1.0718473,-0.8294773,4.002499
382,0.77210987,-0.99973226,4.9170356
383,1.1116601,-0.75634193,4.148336
384,-0.50850976,-0.51650345,2.9502027
385,0.99466246,-0.5547242,3.7427573
386,0.82545704,-0.63952106,4.437778
387,-0.8696708,-0.5493365,3.8507106
388,-0.4966333,-0.42116788,2.9481375
389,0.97188574,-0.49739704,3.6330538
390,0.81412035,-0.5376129,4.1691527
391,1.0039879,-0.42005348,3.750529
392,0.09840331,-0.27672175,3.7354617
393,0.85961515,-0.21166342,3.208092
394,-0.658331,-0.30490726,5.358855
395,0.8060082,-0.12575985,3.0112565
396,-0.009908833,-0.08362492,3.495573
397,0.405978,0.00021997915,1.1983863
398,-2.2748826,0.04043604,8.548116
399,-1.288146,0.033377048,7.222112
400,-1.2010417,0.047782302,6.3898597
401,-2.1027873,0.104602605,7.2754717
402,-2.1564782,0.10776162,8.1629925
403,1.0494384,0.06453626,3.5837452
404,0.47343987,0.033039626,1.2825117
405,0.54280514,0.061723214,1.3450917
406,0.62617487,-1.7768809,5.0508995
407,1.3610637,-0.9577967,2.7271373
408,1.3324282,-0.9921071,2.8408484
409,1.0721319,-1.4048806,4.0462494
410,-0.67439556,-1.8869528,5.6546636
411,-0.9475638,-0.81990486,2.4909616
412,-0.8791432,-0.8194189,2.5764532
413,0.8590109,-1.398995,4.438191
414,0.9934465,-1.1657796,3.7526767
415,-0.85749173,-0.7692105,2.511347
416,-0.8605603,-0.6897165,2.536885
417,0.8554259,-1.1041645,4.318245
418,0.92563695,-1.2419106,4.9476295
419,0.64857113,-1.2643069,5.1304774
420,-0.7338719,-0.598709,2.7342691
421,0.54085165,-0.8041423,4.2002687
422,-0.51459044,-0.54547924,2.9137695
423,1.1993827,-0.61225134,4.486966
424,0.82624894,-0.30700016,3.1662507
425,0.8864741,-0.26089975,3.3777885
426,-0.7338254,-0.33791798,5.9210205
427,0.9302592,-0.14939898,3.4827764
428,-0.1259959,-0.1582927,4.1585517
429,-1.7811941,-0.121468104,8.167653
430,-1.3647735,-0.10768535,7.2470145
431,-2.2282016,0.06937894,7.7108555
432,0.8538594,0.048829187,2.9197726
433,0.4314441,0.02131065,1.2099305
434,0.44762903,0.032040372,1.21636
435,0.5347862,0.06064775,1.3289442
436,0.30530033,0.060748067,1.1325616
437,1.4507073,-1.0847987,3.0812697
438,-0.83762956,-0.7531229,2.4614265
439,-0.60684234,-0.7541715,2.9614205
440,0.8106283,-1.0859497,4.3271656
441,0.66747564,-1.2189323,5.259439
442,0.6293958,-1.0144949,4.4836855
443,1.1416157,-0.874194,4.279148
444,-0.6121164,-0.5856517,2.980454
445,0.5908332,-0.88059044,4.5560665
446,-0.52772456,-0.5731073,3.0538502
447,1.0170143,-0.65069306,3.8558865
448,-0.5673061,-0.48538855,3.1351144
449,1.1461911,-0.6409279,4.2945485
450,0.93000686,-0.46632996,3.4951804
451,1.0155162,-0.42349795,3.810647
452,1.1168965,-0.41652662,4.278389
453,-0.30020922,-0.2714863,3.235894
454,1.0340873,-0.24953943,3.878107
455,-1.5072564,-0.11524572,7.9652624
456,-0.6158781,0.061602425,5.2322893
457,0.4503758,0.02207194,1.2503902
458,0.36896157,0.024833402,1.1466336
459,0.5241003,0.05893865,1.3054447
460,0.29663688,0.05870656,1.0999018
461,1.488375,-1.1699163,3.525126
462,1.059431,-0.80821484,3.9712157
463,-0.65058005,-0.62020713,3.144456
464,-1.0265135,-0.5486005,3.6293893
465,0.9459396,-0.53541774,3.5726383
466,-0.80158764,-0.49981093,3.535702
467,-0.27536198,-0.37165278,2.9044647
468,1.1144329,-0.41721067,4.273536
469,-1.506643,-0.29224002,7.755465
470,-1.8346133,-0.12653191,8.4446125
471,-1.4884404,0.042235,5.2564025
472,-0.48132646,0.043622218,4.1863055
473,0.5149405,0.033317138,1.5922538
474,0.48849937,0.03602192,1.3218381
475,-0.5460947,-0.6644366,2.6471753
476,0.900845,-0.8075063,3.494706
477,-0.95953053,-0.4685667,4.322027
478,-1.0349407,-0.35557964,6.538788
479,0.31560478,0.061182845,1.1571654
480,-1.0298792,-0.65628356,3.5302644
481,-0.93391824,-0.58270216,4.062754
482,-0.58210385,-0.25252175,4.6547866
483,-1.4435484,-0.29730082,7.5296
484,-1.5403814,-0.10818846,7.1462255
485,-1.2368824,-0.0059302375,5.7388463
486,-0.6702338,-0.6979763,3.3704133
487,-0.38871914,-0.38802925,2.9543304
488,0.04682936,-0.13011438,2.0241613
489,0.1450913,-0.057230093,1.9784611
490,-1.3335601,-0.0066068536,6.1603646
491,0.45551386,0.04560411,1.1759397
492,-0.5939611,-0.53369826,2.793388
493,-0.9863931,-0.5487424,3.5067568
494,-0.8651797,-0.42376235,3.931049
495,-0.49564433,-0.21121906,3.1309185
496,-0.41587907,0.004820683,3.7625818
497,-0.5369694,0.03235853,4.0985537
